index,message,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
238,"1st Sierra will be launched, then Safari.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,I expect launch in next 6 months and hoping there will not b mush rush like Harrier,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
240,"I m thinking to switch from Harrier to safari. EV. 
Expected cost difference max 1 Lk.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"Yes to avoid any future fine, its good to increase the load as per our need. I'm planning for solar too. But initially I will install 7.2 and charge harrier at least 2 times and post that i will decide on how many watt solar i might need.",0.08333333333333333,0.0,0.25,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.0,0.0,0.08333333333333333
242,"I’m planning to hold my harrier delivery, want to wait for Vinfast VF7, price & features will be revealed this weekend",0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
243,That is why I said to go check Nexon EV/ Punch EV empowered oxide in case it is not available for Harrier EV at dealership,0.25,0.125,0.0,0.0,0.125,0.0,0.25,0.25,0.0,0.0
244,"When anyone visits dealership 
Check the empowered oxide color on Nexon EV or Punch EV 

It is same color for Harrier EV also - Empowered Oxide",0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0
245,"Oh, 
Just that I prefer safari cost wise as well
And since the priority is 2nd row,I was thinking over harrier

I hate how the 1st row is slightly lower than second row,the visibility is not that great compared to others

When I asked about safari EV they (executive)said it might come, although we all know they cannot be trusted much but it gave me hope",0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705
246,"I doubt there will ever be a Safari EV
Multiple times it has been asked by media to Tata Management 
They have clearly said they only planned for Harrier EV 
Safari EV they will study now if it will make business
Which will not happen because before than next generation will come",0.125,0.0,0.125,0.25,0.0,0.25,0.125,0.125,0.0,0.0
247,"With harrier starting at 21.5

How much can we expect safari to start at? EV?

Although I have booked a safari adv 75,
I'm having second thoughts

As safari is a better 2nd row Car

And if 5 seater is enough,with all the harriers on road Sierra might be better/Fresh",0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
248,"Which dealership and city?
Is it common thing faced across all Tata EV dealership for Harrier EV?
I am planning to take both ACFC & insurance from outside for my harrier ev",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
249,Thhey have installed electric pay 3.2kwh already across the whole society. That takes 20 plus hrs for harrier ev to get charged. Should look to speak to increase the load thr..,0.0,0.0,0.125,0.125,0.125,0.375,0.0,0.0,0.0,0.25
250,"https://youtu.be/sTcaF5JdFFQ?feature=shared

XEV 9E customers also getting 450 km range on highway 
And around 500 km in city

Harrier EV RWD will give more range",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,For harrier ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,They say curvv handling was better then harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,"Few car influencers mention handling and body roll issues in the harrier ev. Especially in highways, While on the test drive i didn't find any such discomfort. Does anyone have suggestions over this?",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
254,"thats 2023 video, its an old version safari. but its definitely under testing , many test mules have been spotted",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Harrier front adas cable visible but in distance nothing much seen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
256,"If Safari EV gets launched, I am thinking to opt out from Harrier 65. Considering Safari 75 as Car will be used by me for more than 5-10 years",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Yes but safari need minor tweaks for harrier. They have almost similar feature and looks,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,"Anybody have any guess for Safari EV launch date ?
Some online sources mentioned Diwali-25. 

They will carry forward same setup ,Tech as Harrier EV. So no much time required for tech.",0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0
259,Not sure about other state harrier diesel is 32.5 lac top model Bangalore and harrier EV costing much lesser having more features and future proof upfront saving of 1 lac against diesel.,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0
260,"That is why Harrier.ev pricing is good
On road it is cheaper than XUV 700, Harrier Diesel, Safari Diesel & XEV 9E 

plus empowered 75 RWD is just +60k more than BE 6 Pack 3 79
So instead of BE 6, Harrier gives more space, stance and size plus feature",0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
261,Decided going with harrier EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,suspension wise safari is ahead,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0
263,"no hate for safari, but their diesels are sluggish, mahindras diesel are on another level",0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0
264,Agreed but if you compare safari looks more premium,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
265,"really??, 37 lakhs for a safari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,"700 top end D bangalore 31 lac 
Safari top end D Bangalore 37 lac",0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
267,"yes, 700 even after all these years, sells i guess double than harrier and safari combined",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
268,This scenario will happen again for harrier ev from August 15 with new born ev releases from Mahindra.. it’s a loop 🤷‍♂️,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
269,"many cancelled after harrier ev launch, mahindra dealer said sir if you take pack 3 select or pack 3 , i will deliver this week only, because after harrier EV my particular dealer got many cancellations",0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0
270,"So you are paying around 2.3L -2.5 L for harrier ev stealth editon. 

Also does ppf really help or its gimmicks?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
271,"For any battery capacity above 60kW, it is stupidity to only depend on 3.3kW for home charging 
XEV 9E 79kWh customers already are saying car takes close to 30 hours to full charge using this

Harrier EV would still require 24-25 hours for it atleast considering 75kWh

If you don't want 7.2 kW charger from Tata, buy it from Amazon or through static, zeon etc.

Because eventually everyone will shift from 3.3 kW to 7.2 kW charger in few months due to long charging time

And then you would be doing entire charger installation again
Double expense",0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0
272,"Respected Sir/Ma'am,
You are cordially invited to the Harrier.ev launch event on 28th July 2025 at Bimal Cars, a Tata Motors Dealership, Located near Sarusajai Stadium in Lokhra.
 
Regards & Thanks. Mustafizur Islam 
Contact: 7002890537",0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
273,They are already working 3 shifts in harrier ev line instead of 2 shifts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,They are already working 3 shifts in harrier ev line instead of 2 shifts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,"Dear  AMIT  AGRAWAL,

Congratulations on booking your Harrier.ev! Thank you for placing your trust in us.

Booking details:

* Variant: Harrier EV Adventure S 65
* Colour: To be confirmed
* Dealership: DEVAKI MOTORS LLP
* Tentative Delivery: Oct '25

Please stay in touch with your dealership and Customer Advisor (CA) for updated delivery timelines closer to the date.

Note:

- Delivery month is tentative. Demand has been overwhelming, and we’re working to ramp up production.
- ⁠Any changes (variant/colour) must be made by 10th August 2025, as they may affect delivery.
- ⁠Please complete all formalities (payment, financing, documentation) in time. Delays may lead to reallocation of your vehicle.

For assistance, reach out to your dealership or write to us at customerexperience@tatamotors.com

Warm regards,
TATA.ev",0.0,0.038461538461538464,0.2692307692307692,0.07692307692307693,0.0,0.5384615384615384,0.07692307692307693,0.0,0.0,0.0
276,All who have booked harrier ev.. got the msg.. delivery date is different..,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
277,"Dear LAKSHYA  JAIN,

Congratulations on booking your Harrier.ev! Thank you for placing your trust in us.

Booking details:

* Variant: Harrier EV Fearless+ 75 ACFC
* Colour: Pristine White
* Dealership: RUDRA MOTORS
* Tentative Delivery: Nov '25

Please stay in touch with your dealership and Customer Advisor (CA) for updated delivery timelines closer to the date.

Note:

- Delivery month is tentative. Demand has been overwhelming, and we’re working to ramp up production.
- ⁠Any changes (variant/colour) must be made by 10th August 2025, as they may affect delivery.
- ⁠Please complete all formalities (payment, financing, documentation) in time. Delays may lead to reallocation of your vehicle.

For assistance, reach out to your dealership or write to us at customerexperience@tatamotors.com

Warm regards,
TATA.ev",0.034482758620689655,0.034482758620689655,0.2413793103448276,0.06896551724137931,0.0,0.5172413793103449,0.06896551724137931,0.0,0.0,0.034482758620689655
278,"Dear SEKHAR  KATTAMURI,

Congratulations on booking your Harrier.ev! Thank you for placing your trust in us.

Booking details:

* Variant: Harrier EV Empowered AWD ST 75
* Colour: To be confirmed
* Dealership: VENKATARAMANA MOTORS
* Tentative Delivery: Aug '25

Please stay in touch with your dealership and Customer Advisor (CA) for updated delivery timelines closer to the date.

Note:

- Delivery month is tentative. Demand has been overwhelming, and we’re working to ramp up production.
- ⁠Any changes (variant/colour) must be made by 10th August 2025, as they may affect delivery.
- ⁠Please complete all formalities (payment, financing, documentation) in time. Delays may lead to reallocation of your vehicle.

For assistance, reach out to your dealership or write to us at customerexperience@tatamotors.com

Warm regards,
TATA.ev",0.0,0.041666666666666664,0.25,0.08333333333333333,0.0,0.5416666666666666,0.08333333333333333,0.0,0.0,0.0
279,"Tata Harrier EV Waiting Period Up To 30 Weeks - Massive Demand
https://www.rushlane.com/tata-harrier-ev-waiting-period-up-to-30-weeks-massive-demand-12526775.html",0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
280,https://www.cartoq.com/car-news/tata-motors-begins-deliveries-of-harrier-ev-with-25-units-delivered-in-gurgaon/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,"I checked for Safari & Harrier ICE 
For diesel they have stealth 
As per service repainting, charges are same",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,With red drl it looks good in harrier,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
283,https://ev.tatamotors.com/content/dam/tml/ev/products/harrier/year-2025/ev/promoting-vc/brochure/harrier-ev-brochure.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,can anyone share the Harrier ev brocheure,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
285,"There are errors in this
Like Harrier EV empowered has ORVM auto dip on reverse 
But mentioned incorrectly here",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Comparo with ICE Harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,oh then harrier is the choice then,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,"No bro, sierra will be cheaper than harrier for sure, it’s one segment below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,some people really like harriers look over safari and say safari looks odd. so that can be reason,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,"i personally think its related to looks of car more than anything else. I would rather travel alone in safari than harrier, just because of looks of safari. So that may be the reason",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
291,"or may be smaller families prefer harrier, like 3 to 4 peole",0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
292,some people actually like harriers look comapred to safari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,may be because harrier is 150mm smaller than safari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Yeah but you still see Harrier right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,as difference is just 50k between all variants of harrier and safari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,the same reason why people still but harrier ICE over safar ICE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
297,hmm then why will someone buy harrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,"i highly doubt that, it will be max 50 to 70k higher than harrier",0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0
299,"yeah same here, also personally like safaris look more, looks proportionate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,For that difference I would definitely go for safari if range is similar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,"in harrier and safari ICE, difference is just 70k i think , so same will be there in EV as well",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,"If launching this festive season then will wait for safari ev, as rear seats recline and are more comfortable than harrier",0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.14285714285714285
303,https://www.cartoq.com/car-news/tata-safari-ev-and-sierra-ev-spotted-testing-launch-expected-this-festive-season Tata's Biggest Electric Car Coming Soon: Safari.EV Spied Testing With Sierra.EV [Video],0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25
304,"Harrier ev rescuing thar stuck in mud
https://www.instagram.com/reel/DMfOuz5N4aE/?igsh=YzljYTk1ODg3Zg==",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
305,"Am really surprised that this guy says creta for sure gives 400 plus while harrier ev can only give btw 300 and 400

https://youtu.be/H_0fEgEbQ6U?si=Mnc9ZBVXkihQGN_A",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
306,"We don’t need to add a external Dash cam !! 


Harrier has Smart IVRM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Harrier EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,"Creta EV with 8 year warranty on battery has 0
Harrier EV with lifetime warranty on battery has -1 😂😂",0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0
309,"Only thing in mind is the tyre Life on harrier 

Good years  OEM - With over 2.3 Tonnes and 504 NM of Torque these tyres will bear the max impact 

We need to identify some long lasting EV centric tyres atleast for 50K KM",0.125,0.125,0.25,0.125,0.125,0.125,0.0,0.0,0.0,0.125
310,"Wow
Creta EV has features as 1
Harrier as 0
😂🫡
Battery & sales as -1

In short he just wanted to give reasons & justify why not Harrier with all these 

Such crap

Even in his way, if they were Fair, Harrier.ev would have winner",0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111
311,"https://amzn.in/d/53i7p1a

NEXTA 7D Premium Faux Leather Custom Fitted Car Floor Mats for Tata Harrier EV Model (2024-2025) - Double Stitching - 7 Layer Protection - 100% Waterproof & Washable - Full Black",0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0
312,"MY PU Analysis always has been 

Harrier and only Harrier !!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,"Fortunately YT Algorithmic is creating buzz on key word- #Harrier

Now it’s a like a Multibaggar Stock 😀",0.2,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0
314,"https://youtu.be/Q1G2T1qhXc4?si=h7hVcDNeVAef4lEg

From 23.30 Sec - Listen his views on Harrier.ev !!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Harrier ICE mats should fit at front. Not sure for back seats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,I don’t know why tata is not releasing official waiting period for harrier ev ..,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317,So then which insurance is best for Harrier EV with full battery protection?,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
318,"It is nowhere as bad as it is hyped
Just watch this customer video of Harrier ev
He has never faced any service issue for his Nexon EV
I own Nexon Diesel and my family owns a Safari
We have never faced a single issue",0.25,0.125,0.125,0.0,0.0,0.125,0.125,0.125,0.125,0.0
319,They mentioned about my booking and asked the feedback regarding the harrier ev and asked if I had looked for any other alternatives for harrier ev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,https://www.team-bhp.com/news/2025-tata-harrierev-review-10-pros-9-cons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,"Also, in all reviews, at 1% it's showing a range of 39 km. Maybe the reserve range is higher this time, no idea how far it will go...


But the Curvv goes around 43 km in the last 10%, so the Harrier might go around 70–80 km or even higher, not sure",0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
322,Any update on Harrier allotment?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Ev tyres are specialised tyres for aerodynamic and efficient to get more range.. have you seen harrier.ev tyres that has label electricdrive from Goodyear,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0
324,"Nexon again coming in my mind. Due to Low maintenance. 

This confirms Harrier is not made for middle class or upper middle class. 
The family who have 25+ Lk worth car, they can easily afford this. 

Being Honda City petrol user for so many years. I haven't paid more than 5-10 K for yearly service, and haven't paid more than 25K for tyres that also after 50 k kms.",0.0,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0
325,"My personal opinion is that white led lights are bad for visibility in rain/fog, but now days all manufacturers are going for led set-up. As per most reviews online, Harrier's Bi-leds have good low beam but high beams are not good. 
Always yellow halogens are best for visibility in all climate situations....but they don't looks stylish...",0.045454545454545456,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.18181818181818182
326,I have another doubt kindly clarify - in the harrier which mode to use in hills. In manual or automatic i use to reduce gear to climb hills but in this i can see padle shifter for regen only is that for reducing gear too?,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0
327,If tata harrier satisfies the basic needs that is more than enough for me.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,"The Tata Harrier EV, specifically the variant with the 75 kWh battery pack, has a claimed ARAI range of 627 km (P1+P2). However, the estimated ""C75 range"" for this variant, which is considered a more real-world number, is between 480 km and 505 km",0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
329,Curvv and Harrier almost same range then,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,"Guys below are the offical tata C75 Range details. Shared by Tata dealer. 
SA. 

Range Details 

*HarrierEV 65kwh*
MIDC Range 
538KM

C-75 PRACTICAL RANGE 
380 to 400km


*HARRIER EV 75kwh RWD*
MIDC RANGE  
627KM

C-75 PRACTICAL RANGE
480 to 500 km

*HARRIER EV 75kwh QWD*
MIDC RANGE  
622KM

C-75 PRACTICAL RANGE 
450 to 470km",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,If you get 500 km in harrier than that more than awesome.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,"Reconsidering my choice of harrier ev , can't convince myself to send 27.5 for 500 range , Creta ev smart O LR 51.4 kWh gives range of 400+ on road also I got offer of 1 lakh on ex-showroom price. Only thing that I don't know is 51.4 vs 65 kWh and nmc vs lfp pls help",0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0
333,Sorry.... But I don't know anything about harrier diesel headlights....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Same as harrier diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,should be similar to Harrier diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Harrier ev test drive done?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,"Even I researched on Creta, zs ev,Windsor,nexon ev,mg hector, harrier diesel done test drives… in terms of space + comfort and VFM is harrier ev",0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
338,"In case of Harrier EV, it is cheaper on road vs Harrier Diesel

So it's already giving ROI from the day on purchase 
Over and above it is giving you low cost of running",0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0
339,"For ICE cars
Nexon, Creta, XUV 700, Harrier all give same tank to tank range 

Doesn't mean other cars doesn't justify why they exist
My reason to buy a Creta after Nexon was space 

Now my reason to upgrade from Creta to Harrier is space + comfort + technology",0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285
340,"I believe it's not made for budget user, Nexon , Punch serving well for those and recovering ROI faster. 

Harrier is made for enthusiastic users, who have other small cars too , but want to have SUV as well . The people who are owners of alcazar, endeavours, santafe, MG hector. 
Can easily think of Harrier as a VFM package. 

Yes our 25-30 not gonna ROI. So take decision wisely.",0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0
341,But the point is do we need to spend 30L for 400 range? Yes harrier is heavy still there must be some reason to spend 28 to 30 L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
342,"[Vishnu](tg://user?id=634950965) , u guys are missing one point. Harrier is proper full size SUV and curb weight is 2x. More the weight lesser the range. So we can expect 400+ similar like curvv.",0.10344827586206896,0.0,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.1724137931034483,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.06896551724137931
343,Harrier ev has body roll high speed stability not good as Harrier diesel,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
344,"Nexon 45- 15-16 lakhs
Windsor pro 18-19 lakhs
Harrier 26-27 lakhs
All are having similar range (50-60km diff) having same basic features 
For highway running (daily running 60-70km ), no money issue , loan nahi Lena - no 1 choice
City running ( 40-50km daily)kabhi kabhi highway long trips
Comfort chahiye, design jo bhi ho chalega - windsor pro
City running and highway running (daily 40-50km) suv design hi chahiye, back seat mein space se koi jyada fark nahi , service centre ka dekh lenge - nexon 45
Daily running 20-30km , jyadatar khadi rehti hai - petrol gadi (12-15lakh) aur fir jaisi kurbat ho",0.0,0.06666666666666667,0.4,0.13333333333333333,0.06666666666666667,0.2,0.0,0.0,0.0,0.13333333333333333
345,yes and he said es creta ev me then I got confused that I am watching creta ev review or harrier EV 😂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,"I will stick to C75 Range by Tata for Harrier 
Till now all their cars have delivered their claim of C75 range, so I will trust Tata to improve only as this is their flagship product 

And then wait for actual owners to give range idea 
Not trusting any media or influencer for it now",0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
347,one thing you are not considering is that nexon is 900 kgs lighter than harrier.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,"Also realised one thing 

In Harrier EV, boost mode remains active always just like eco City sports

In Mahindra, boost mode is active only for 10 seconds

All reviewers tested Boost mode, only few switched back to other modes 
Many enjoyed boost mode for a long time

And then they gave a range verdict 🫡😤, these so called reviewers have to go back to doing their honest job again",0.1875,0.0625,0.125,0.125,0.0,0.1875,0.0625,0.0625,0.125,0.0625
349,"Yesterday I saw a guy in youtube doing range test in sports mode.. media cars can't be a bench mark for range. Nexon 45 doing 350 plus easily and curvv 55 getting 400 , harrier 75 not getting above 450 is impossible unless driven very harshly/ uphill/ in sports mode",0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
350,"In my personal opinion, since the Nexon EV is able to deliver a 400+ km range with a 45 kWh battery pack in FWD, I believe the Tata Harrier EV, being an RWD with a 75 kWh battery pack, should be able to deliver a real-world driving range of around 500 to 550 km",0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0
351,"I have made up my mind finally 

Will go for Harrier.ev !! 

Missed opportunity 

1. Rear seat Reclining 
2. Single Pedal Drive mode 
3. White and grey shades 

But these miss outs I can still live with it for my use ! Because there is LOT which Tata has offered which I’m
Sure competition will follow",0.0,0.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333
352,Correct..... Just to add on.... Tata has been mostly right with their C75 claimed range for their other cars... So we can take the C75 range of Harrier EV for consideration....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,"My Observations on the Current Harrier EV QWD Range Testing:

From what I understand, the QWD version of the Harrier EV is what's currently being tested and showcased. So far, only a few sensible and controlled range tests have been done. The rest have primarily focused on showcasing terrain handling, ADAS functionality, and high-speed highway capabilities — all of which naturally reduce the effective range.

Key Factors Affecting Range:

Climate: Tests done in areas like Faridabad and Agra, where higher temperatures are common, naturally influence battery performance.

Drive Configuration: A rear-wheel-drive (RWD) setup could likely offer an additional 20–30 km of range under similar conditions, due to better efficiency.

Driving Behavior: Some testers were even driving with the sunroof open for example 

Regen & Speed Patterns:

Highway driving at 80–90 km/h with regen set to level 1 or 2 and AC usage in the 22–25°C range (intermittently on/off) will have a predictable impact.

City driving, especially with regen at level 3, helps contribute positively to the combined range.

Current Practical Results: Even after factoring in all the above variables, if the vehicle is delivering a real-world range around 450 km, that seems quite acceptable at this stage.

Expectations Going Forward: Post-launch, with over-the-air (OTA) software updates and optimizations, it wouldn’t be surprising to see the range improve towards 500 km in mixed driving conditions — which would make the offering quite strong. As said earlier Mahindra XEV 9E and BE6 79kw/h batter initially gave around 400 ish kms now few claim they have even got 550 around. Let's wait for rwd reviews",0.037037037037037035,0.07407407407407407,0.07407407407407407,0.18518518518518517,0.037037037037037035,0.4074074074074074,0.14814814814814814,0.0,0.0,0.037037037037037035
354,"My views after seeing 8 to 10 range test videos on YT...

Will get about 400 km range with battery from 100 to 10%.
City drive will give little more range. 
There will be initial glitches.
There is a lot of power in the car and the built is solid (thats why it's heavy)
The AWD can be used as RWD if the pedal is softly used.

Points to note....

If you see the initial BE6 and XEV9 range test videos, they were also getting around 400km of range and after approx 3 months, with couple of software updates, the range is improved to around 500km...

Yes Harrier is heavy and battery is 4 KW smaller to Mahindra twins, so expect a less range of 40 kms....",0.0,0.2,0.1,0.1,0.1,0.3,0.2,0.0,0.0,0.0
355,This is not harrier ev . No sun roof which is there in qwd,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
356,Exactly and in that cycle harrier is giving just 360 for top model,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0
357,We should see 10% to 100 % that’s the SOC cycle.. but reviews seems to be getting less than 400 km in harrier ev .. it’s not justified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
